2023-04-20	05:58:51	55QNED	OUTSIDE	NIEUSUWALNE	PLAMA_UP
2023-04-20	10:16:17	65UR	OUTSIDE	USUWALNE	RYSA_DOWN
2023-04-20	10:21:26	65UR	OUTSIDE	NIEUSUWALNE	PLAMA_DOWN
2023-04-20	10:45:07	65UR	OUTSIDE	NIEUSUWALNE	WHITE_SPOT
2023-04-20	10:48:18	65UR	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
2023-04-20	10:49:48	65UR	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
2023-04-20	11:06:01	65UR	OUTSIDE	USUWALNE	PLAMA_DOWN
2023-04-20	11:10:13	65UR	OUTSIDE	NIEUSUWALNE	WHITE_SPOT
2023-04-20	11:22:21	65UR	OUTSIDE	NIEUSUWALNE	WHITE_SPOT
2023-04-20	12:22:51	65UR	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
2023-04-20	12:25:59	65UR	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
2023-04-20	12:27:17	65UR	OUTSIDE	NIEUSUWALNE	PLAMA_DOWN
2023-04-20	12:53:30	65UR	OUTSIDE	NIEUSUWALNE	WHITE_SPOT
2023-04-20	12:53:38	65UR	OUTSIDE	NIEUSUWALNE	PLAMA_DOWN
2023-04-20	13:49:32	55UR	OUTSIDE	NIEUSUWALNE	FM_BIALY_LGP
2023-04-20	14:02:09	55UR	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
2023-04-20	14:07:11	55UR	OUTSIDE	USUWALNE	RYSA_DOWN
2023-04-20	14:12:43	55UR	OUTSIDE	NIEUSUWALNE	WHITE_SPOT
2023-04-20	10:16:12	65UR	OUTSIDE	USUWALNE	RYSA_DOWN
2023-04-20	10:16:08	65UR	OUTSIDE	USUWALNE	RYSA_DOWN
2023-04-20	10:15:48	65UR	OUTSIDE	USUWALNE	PLAMA_DOWN
2023-04-20	06:00:46	55QNED	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
2023-04-20	06:02:35	55QNED	OUTSIDE	NIEUSUWALNE	RYSA_UP
2023-04-20	06:05:11	55QNED	OUTSIDE	NIEUSUWALNE	RYSA_UP
2023-04-20	06:06:41	55QNED	OUTSIDE	NIEUSUWALNE	PLAMA_UP
2023-04-20	06:15:03	55QNED	OUTSIDE	NIEUSUWALNE	USZKODZONA_KRAWEDZ_LGP
2023-04-20	06:37:29	55QNED	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
2023-04-20	06:37:42	55QNED	OUTSIDE	NIEUSUWALNE	INNE
2023-04-20	06:38:26	55QNED	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
2023-04-20	06:45:08	55QNED	OUTSIDE	USUWALNE	RYSA_DOWN
2023-04-20	06:45:16	55QNED	OUTSIDE	USUWALNE	RYSA_DOWN
2023-04-20	09:45:36	65UR	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
2023-04-20	09:46:31	65UR	OUTSIDE	NIEUSUWALNE	WHITE_SPOT
2023-04-20	09:54:48	65UR	OUTSIDE	NIEUSUWALNE	WHITE_SPOT
2023-04-20	09:56:50	65UR	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
2023-04-20	10:00:48	65UR	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
2023-04-20	10:15:01	65UR	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
2023-04-20	10:15:43	65UR	OUTSIDE	USUWALNE	PLAMA_DOWN
2023-04-20	14:13:27	55UR	OUTSIDE	NIEUSUWALNE	RYSA_UP
