2023-04-19	12:38:42	55QNED	OUTSIDE	NIEUSUWALNE	PLAMA_DOWN
2023-04-19	14:35:44	65UR	OUTSIDE	USUWALNE	PLAMA_UP
2023-04-19	14:35:32	65UR	OUTSIDE	USUWALNE	RYSA_DOWN
2023-04-19	14:35:27	65UR	OUTSIDE	USUWALNE	RYSA_DOWN
2023-04-19	14:26:53	65UR	OUTSIDE	USUWALNE	RYSA_DOWN
2023-04-19	14:26:48	65UR	OUTSIDE	USUWALNE	RYSA_DOWN
2023-04-19	13:29:04	55QNED	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
2023-04-19	13:20:04	55QNED	OUTSIDE	NIEUSUWALNE	WHITE_SPOT
2023-04-19	13:18:02	55QNED	OUTSIDE	NIEUSUWALNE	WHITE_SPOT
2023-04-19	12:39:15	55QNED	OUTSIDE	USUWALNE	PLAMA_DOWN
2023-04-19	14:37:54	65UR	OUTSIDE	USUWALNE	RYSA_DOWN
