2023-04-06	10:40:46	65UR	OUTSIDE	USUWALNE	RYSA_DOWN
2023-04-06	12:54:49	65QNED	OUTSIDE	NIEUSUWALNE	RYSA_UP
2023-04-06	12:42:36	65QNED	OUTSIDE	NIEUSUWALNE	RYSA_UP
2023-04-06	12:33:56	65QNED	OUTSIDE	USUWALNE	RYSA_DOWN
2023-04-06	12:23:07	65QNED	OUTSIDE	USUWALNE	PLAMA_DOWN
2023-04-06	12:23:01	65QNED	OUTSIDE	USUWALNE	PLAMA_DOWN
2023-04-06	12:22:56	65QNED	OUTSIDE	USUWALNE	PLAMA_DOWN
2023-04-06	11:38:07	65QNED	OUTSIDE	NIEUSUWALNE	RYSA_UP
2023-04-06	11:21:01	65QNED	OUTSIDE	NIEUSUWALNE	PLAMA_DOWN
2023-04-06	11:20:53	65QNED	OUTSIDE	NIEUSUWALNE	RYSA_UP
2023-04-06	11:20:42	65QNED	OUTSIDE	NIEUSUWALNE	WHITE_SPOT
2023-04-06	11:15:31	65QNED	OUTSIDE	NIEUSUWALNE	PLAMA_DOWN
2023-04-06	11:15:20	65QNED	OUTSIDE	NIEUSUWALNE	WHITE_SPOT
2023-04-06	11:13:43	65QNED	OUTSIDE	NIEUSUWALNE	PLAMA_DOWN
2023-04-06	11:11:01	65UR	OUTSIDE	NIEUSUWALNE	PLAMA_DOWN
2023-04-06	11:10:54	65UR	OUTSIDE	NIEUSUWALNE	USZKODZONA_KRAWEDZ_LGP
2023-04-06	11:10:40	65UR	OUTSIDE	NIEUSUWALNE	WHITE_SPOT
2023-04-06	11:10:28	65UR	OUTSIDE	NIEUSUWALNE	WHITE_SPOT
2023-04-06	13:10:56	65QNED	OUTSIDE	NIEUSUWALNE	RYSA_UP
