2023-05-09	06:08:56	65UR	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
2023-05-09	06:41:32	65UR	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
2023-05-09	06:42:48	65UR	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
2023-05-09	06:44:16	65UR	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
2023-05-09	06:45:03	65UR	OUTSIDE	NIEUSUWALNE	WHITE_SPOT
2023-05-09	06:46:07	65UR	OUTSIDE	USUWALNE	PLAMA_DOWN
2023-05-09	06:46:12	65UR	OUTSIDE	USUWALNE	PLAMA_DOWN
2023-05-09	06:46:21	65UR	OUTSIDE	USUWALNE	RYSA_UP
2023-05-09	07:19:20	55QNED	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
2023-05-09	07:43:26	55QNED	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
2023-05-09	07:50:29	55QNED	OUTSIDE	NIEUSUWALNE	INNE
2023-05-09	08:03:22	55QNED	OUTSIDE	NIEUSUWALNE	PLAMA_DOWN
2023-05-09	06:40:33	65UR	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
2023-05-09	06:39:13	65UR	OUTSIDE	USUWALNE	RYSA_DOWN
2023-05-09	06:12:10	65UR	OUTSIDE	USUWALNE	RYSA_DOWN
2023-05-09	06:22:31	65UR	OUTSIDE	NIEUSUWALNE	WHITE_SPOT
2023-05-09	06:22:39	65UR	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
2023-05-09	06:22:47	65UR	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
2023-05-09	06:22:55	65UR	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
2023-05-09	06:30:14	65UR	OUTSIDE	NIEUSUWALNE	WHITE_SPOT
2023-05-09	06:32:33	65UR	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
2023-05-09	06:35:09	65UR	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
2023-05-09	06:36:48	65UR	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
2023-05-09	06:38:56	65UR	OUTSIDE	NIEUSUWALNE	WHITE_SPOT
2023-05-09	06:39:09	65UR	OUTSIDE	USUWALNE	RYSA_DOWN
2023-05-09	08:07:22	55QNED	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
