2023-04-04	06:14:58	65QNED	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
2023-04-04	07:58:50	65QNED	OUTSIDE	USUWALNE	RYSA_DOWN
2023-04-04	08:02:21	65QNED	OUTSIDE	NIEUSUWALNE	RYSA_UP
2023-04-04	08:12:05	65QNED	OUTSIDE	NIEUSUWALNE	RYSA_UP
2023-04-04	12:32:05	55QNED	OUTSIDE	NIEUSUWALNE	WHITE_SPOT
2023-04-04	13:05:28	55QNED	OUTSIDE	NIEUSUWALNE	WHITE_SPOT
2023-04-04	13:08:30	55QNED	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
2023-04-04	13:36:43	55QNED	OUTSIDE	NIEUSUWALNE	USZKODZONA_KRAWEDZ_LGP
2023-04-04	13:36:43	55QNED	OUTSIDE	NIEUSUWALNE	USZKODZONA_KRAWEDZ_LGP
2023-04-04	15:18:26	55QNED	OUTSIDE	NIEUSUWALNE	USZKODZONA_KRAWEDZ_LGP
2023-04-04	15:20:18	55QNED	OUTSIDE	NIEUSUWALNE	PLAMA_DOWN
2023-04-04	15:42:37	55QNED	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
2023-04-04	07:56:38	65QNED	OUTSIDE	NIEUSUWALNE	WHITE_SPOT
2023-04-04	07:44:21	65QNED	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
2023-04-04	07:29:08	65QNED	OUTSIDE	USUWALNE	RYSA_DOWN
2023-04-04	06:22:00	65QNED	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
2023-04-04	06:22:05	65QNED	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
2023-04-04	06:24:06	65QNED	OUTSIDE	USUWALNE	PLAMA_DOWN
2023-04-04	06:24:13	65QNED	OUTSIDE	USUWALNE	PLAMA_DOWN
2023-04-04	06:31:47	65QNED	OUTSIDE	NIEUSUWALNE	RYSA_UP
2023-04-04	06:31:54	65QNED	OUTSIDE	NIEUSUWALNE	INNE
2023-04-04	06:47:53	65QNED	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
2023-04-04	06:54:00	65QNED	OUTSIDE	USUWALNE	RYSA_DOWN
2023-04-04	07:04:24	65QNED	OUTSIDE	NIEUSUWALNE	PLAMA_DOWN
2023-04-04	07:09:52	65QNED	OUTSIDE	NIEUSUWALNE	RYSA_DOWN
2023-04-04	07:16:51	65QNED	OUTSIDE	NIEUSUWALNE	PLAMA_DOWN
2023-04-04	15:42:44	55QNED	OUTSIDE	NIEUSUWALNE	WHITE_SPOT
